,ano,Bandeira,Funcao,Emitidos,Ativos,Transacoes,vl_Transacoes,trimestre
407,2013,Bandeira própria,Crédito,676655,179871,1113208,99769259.27,3
408,2021,VISA,Pré-Pago,178082,883,0,0.0,3
409,2020,MasterCard,Débito,823353,369866,8586697,837463125.89,4
410,2021,VISA,Crédito,6847303,4628339,182059400,26476236643.94,1
411,2012,VISA,Crédito,456750,323006,21229696,3534744046.22,4
412,2014,MasterCard,Crédito,8310134,3574595,37478290,3607695391.73,2
413,2020,VISA,Crédito,1462461,801760,16248002,4049592843.59,2
414,2015,MasterCard,Débito,1018672,485531,8562620,671352914.65,1
415,2012,VISA,Crédito,32938059,16703623,154307139,11452717991.27,2
416,2014,MasterCard,Crédito,8617444,3727548,38591095,3942334765.89,3
417,2022,American Express,Crédito,100,86,2054,1554003.26,1
418,2022,VISA,Pré-Pago,14765828,4269814,77385104,3727442860.76,3
419,2022,VISA,Débito,1929239,1157615,44779212,4198373081.99,4
420,2014,Elo,Débito,4852412,1406043,12847836,690687902.01,2
421,2012,American Express,Crédito,654837,444516,10235951,1546545921.04,3
422,2023,VISA,Crédito,6829503,4649642,264305845,50958190509.56,3
423,2015,VISA,Débito,4496,4496,8516,325608.64,2
424,2018,VISA,Crédito,711634,528213,39616184,6627891556.92,1
425,2017,Diners Club,Crédito,4,3,19,2326.99,1
426,2011,Outras,Débito,2654898,1057192,23078880,1322069419.57,2
427,2019,Elo,Débito,13210141,5493000,106849871,6508842402.01,3
428,2013,Elo,Débito,12840611,4588337,36516958,2241914449.38,4
429,2018,VISA,Pré-Pago,155527,6280,339,63455.93,1
430,2017,MasterCard,Débito,108829539,37423096,752156657,44846641776.21,1
431,2012,Outras,Débito,2905023,1147974,25040045,1497934714.02,2
432,2021,VISA,Crédito,6443168,1672808,15162412,1818482196.85,1
433,2023,American Express,Crédito,18427,16290,352279,47211290.7,3
434,2015,VISA,Crédito,7773151,5436336,125217409,15656842310.81,2
435,2020,MasterCard,Pré-Pago,9647,370,69664,5282119.91,4
436,2018,VISA,Pré-Pago,165628,7327,506,350661.6,3
437,2021,VISA,Crédito,1963220,1145566,32108121,9235825272.01,4
438,2017,American Express,Crédito,147551,84061,2166696,1155233013.57,1
439,2015,VISA,Débito,1471959,670164,11942653,1449889798.67,3
440,2017,VISA,Crédito,655946,485377,35210122,5897306350.39,1
441,2015,VISA,Crédito,3080550,555739,6999558,827320645.33,4
442,2012,MasterCard,Débito,2586057,777969,10021657,561017624.05,3
443,2019,Outras,Crédito,34499,7429,90765,13795108.83,4
444,2012,Bandeira própria,Crédito,595039,174566,999970,85813984.31,1
445,2023,American Express,Crédito,65771,47465,1303530,1111759340.06,3
446,2018,VISA,Crédito,23080187,10789825,146543435,12109165062.9,3
447,2019,VISA,Crédito,23140958,14106639,268030323,24751244563.14,4
448,2019,Hipercard,Crédito,3877789,3049368,61014379,8729518972.06,4
449,2013,Outras,Crédito,831176,232240,64605,38486701.04,2
450,2019,VISA,Crédito,1095057,824390,64084409,11108670114.78,4
451,2019,VISA,Débito,1746619,1136005,39789902,3162239900.17,2
452,2016,VISA,Débito,1334320,810309,20158507,1523304163.64,3
453,2013,Diners Club,Crédito,824,287,5387,1266886.01,3
454,2020,VISA,Débito,93560235,28287998,518396679,39205312792.4,3
455,2014,Elo,Crédito,4738722,1634802,13266386,780224351.38,4
456,2014,MasterCard,Crédito,18656011,11147815,129629492,12312685411.55,1
457,2020,Elo,Crédito,2350403,1247617,18744155,1675690177.73,2
458,2020,MasterCard,Pré-Pago,62586,24961,109640,54738722.99,3
459,2018,MasterCard,Pré-Pago,11006532,2494430,25987990,1841240952.96,4
460,2020,VISA,Crédito,25521444,14360615,228730861,23182512575.28,3
461,2021,VISA,Crédito,2714750,2058754,127458325,26604893548.98,4
462,2023,MasterCard,Pré-Pago,2059821,237493,1585686,86386065.08,1
463,2016,MasterCard,Crédito,5091924,3467364,114799431,15240880406.44,3
464,2014,VISA,Crédito,633407,452183,28937561,4758386542.48,3
465,2014,MasterCard,Débito,223957,112877,1598630,167573569.54,4
466,2017,Outras,Crédito,1226843,348053,2487311,352904746.59,3
467,2022,Elo,Crédito,23579,11656,57232,94948353.47,1
468,2022,MasterCard,Débito,88873963,48498928,1188518283,75561573561.61,1
469,2014,MasterCard,Crédito,1036807,466118,8200916,1846795597.16,2
470,2011,VISA,Débito,126509972,43618960,395587173,21096050190.47,1
471,2013,VISA,Crédito,545311,381920,25251723,4292841166.91,4
472,2014,MasterCard,Crédito,14887297,9609108,135470951,13895350601.39,3
473,2014,VISA,Crédito,1973401,910719,12644301,4439916304.33,1
474,2020,MasterCard,Débito,292368,128388,1074573,129037432.69,2
475,2017,MasterCard,Crédito,15762470,10369296,178267761,16831534704.4,3
476,2011,VISA,Crédito,2257896,1040155,7423198,692636597.36,4
477,2017,MasterCard,Pré-Pago,1046,819,1123,170546.56,4
478,2020,VISA,Pré-Pago,8363236,4469001,27658164,1474187623.26,2
479,2017,MasterCard,Débito,201878,116363,2047182,209332660.15,4
480,2023,American Express,Crédito,575267,468328,17146135,4659782548.92,4
481,2023,MasterCard,Crédito,2410343,650326,21120606,1179319959.05,3
482,2013,VISA,Débito,217512,120760,2230851,216062978.89,1
483,2020,VISA,Débito,1787415,1116858,21757092,2194905999.66,2
484,2012,MasterCard,Crédito,8164015,4900048,90464635,11682214400.1,4
485,2020,VISA,Crédito,5507296,3874858,189435658,24152207376.81,1
486,2016,MasterCard,Débito,219679,116688,1743858,171595725.23,3
487,2020,MasterCard,Crédito,34215388,11155754,170017404,19317971840.52,4
488,2021,MasterCard,Pré-Pago,509539,210269,6887694,423108177.69,3
489,2018,MasterCard,Crédito,11129078,4496030,54378807,5009189863.24,1
490,2019,American Express,Crédito,933716,818311,14402558,2155918309.72,1
491,2018,Bandeira própria,Pré-Pago,230904,36916,56498,1694218.99,4
492,2019,Elo,Pré-Pago,1973661,1512969,11473124,451480906.02,1
493,2019,Bandeira própria,Pré-Pago,399530,275121,18737914,2229684881.55,2
494,2021,MasterCard,Pré-Pago,18162209,5450376,29987920,1885870921.38,1
495,2020,VISA,Débito,95751613,29811609,647485284,49542681706.44,4
496,2016,VISA,Débito,1427016,818071,19543441,1469014405.03,2
497,2023,VISA,Débito,1913872,1165126,43466310,3911370021.22,1
498,2013,Outras,Débito,3161099,1256141,27128172,1727812230.22,2
499,2023,VISA,Pré-Pago,18434317,4746505,104606810,4768156050.34,3
500,2021,Bandeira própria,Crédito,1908617,525797,2553658,469490209.55,2
501,2021,VISA,Pré-Pago,177956,669,0,0.0,2
502,2023,American Express,Crédito,578237,482002,17360405,4540646015.42,3
503,2011,VISA,Crédito,36395366,17801062,137817373,9992456316.55,1
504,2017,Hipercard,Crédito,5911704,3977285,52136548,6664453024.1,1
505,2021,MasterCard,Crédito,28692999,9642597,163674613,19685115025.14,4
506,2020,MasterCard,Débito,119791079,42652062,1113044981,66645888700.36,1
507,2014,Outras,Crédito,1056676,270526,88513,57651070.43,2
508,2014,MasterCard,Crédito,4706552,2917862,79433304,11293098550.75,3
509,2019,VISA,Débito,106953456,29889654,560901776,36370744603.77,1
510,2016,VISA,Débito,102576827,29918262,498516718,31765692827.58,3
511,2023,MasterCard,Crédito,92629794,50099553,993779099,83803538371.6,1
512,2014,Outras,Crédito,1092494,340471,2583114,331963251.66,1
513,2012,MasterCard,Débito,2069803,763676,9543541,520544263.19,1
514,2016,Outras,Crédito,62644,55026,54522,9130996.54,2
515,2011,Diners Club,Crédito,448690,313916,4274788,667343695.6,1
516,2023,Outras,Débito,3503794,1708135,40262538,3827793576.15,3
517,2016,VISA,Débito,1663002,1056297,34414505,2921680299.57,4
518,2020,MasterCard,Débito,911815,273247,6415825,503346200.07,3
519,2019,VISA,Débito,1179542,539715,15377683,1840774318.07,3
520,2023,Elo,Crédito,3772736,2319355,70810335,8018590342.61,2
521,2020,VISA,Débito,1791451,1104164,30120337,2996479833.91,3
522,2022,MasterCard,Débito,505155,357730,10311817,789306998.25,1
523,2013,MasterCard,Débito,1089449,479349,8490343,665921575.71,4
524,2023,Elo,Crédito,527304,352939,7777688,2723380604.8,3
525,2017,Hipercard,Crédito,5069589,3614593,59255561,7958508304.7,4
526,2021,Elo,Débito,197925610,79987298,930360168,57782932342.59,2
527,2023,Hipercard,Crédito,7,0,8,27572.0,2
528,2017,American Express,Crédito,428439,260294,8978111,1769742691.04,4
529,2017,VISA,Débito,1107294,753983,20644103,1563602207.36,3
530,2014,MasterCard,Débito,1016082,477248,9190095,740547367.58,4
531,2018,VISA,Pré-Pago,160340,6897,217,53071.47,2
532,2021,American Express,Crédito,120,120,120,9426.77,4
533,2015,Bandeira própria,Crédito,634503,184520,1496256,151331331.45,1
534,2023,MasterCard,Crédito,129976924,69565846,1452559236,141436168913.19,4
535,2023,VISA,Débito,14298337,7976957,234485613,15178132354.49,4
536,2017,VISA,Pré-Pago,3014260,683479,1204630,220927749.57,2
537,2016,VISA,Crédito,3088334,505814,6794566,786376102.67,3
538,2017,Bandeira própria,Crédito,669541,190134,1794270,168049428.83,2
539,2017,VISA,Débito,1602315,1087076,33397649,2698352131.06,2
540,2023,VISA,Pré-Pago,146758,600,0,0.0,1
541,2011,MasterCard,Crédito,2904086,1734088,43907583,5947399746.67,3
542,2022,MasterCard,Débito,740889,224945,3028723,142685373.39,1
543,2016,MasterCard,Crédito,33996372,14304989,154806707,14926248720.41,1
544,2015,American Express,Crédito,88701,28134,894514,219912460.43,4
545,2021,Bandeira própria,Pré-Pago,682790,295578,722470996,1629095371.75,2
546,2013,MasterCard,Crédito,7779321,2964927,29543123,2612886079.3,1
547,2023,American Express,Crédito,337,311,14188,19662865.38,3
548,2015,VISA,Débito,299190,167358,3706659,374261908.99,2
549,2017,VISA,Débito,111545621,27876617,512496967,32971454669.29,3
550,2012,MasterCard,Crédito,3514918,2067148,53239145,7318041485.75,3
551,2015,Elo,Débito,20719,1275,11762,1702143.67,2
552,2015,MasterCard,Crédito,95568,36506,851692,346375647.34,1
553,2014,Elo,Crédito,805854,71544,345338,24000985.58,1
554,2023,Elo,Crédito,6305604,2502003,49292279,5459755760.31,3
555,2011,VISA,Crédito,1698413,679645,8469960,2467363097.98,1
556,2017,VISA,Pré-Pago,139342,5492,0,0.0,2
557,2023,MasterCard,Pré-Pago,18254536,1462209,12566913,625762119.91,2
558,2019,MasterCard,Débito,490164,114312,3300594,247874929.91,4
559,2011,VISA,Débito,1185919,706645,14308000,1188404297.1,1
560,2021,American Express,Crédito,57294,42971,880215,119575230.24,3
561,2018,VISA,Débito,1699010,1137010,37016375,3041550956.19,1
562,2018,MasterCard,Débito,202711,115971,1944581,192309699.77,1
563,2011,Elo,Débito,7965,1056,275,10942.25,2
564,2015,VISA,Crédito,29772728,15592743,165552738,13556857164.68,3
565,2012,VISA,Crédito,8135322,5191148,98255103,12005087653.05,1
566,2012,MasterCard,Crédito,33963308,15582906,133303452,11863096681.56,1
567,2011,VISA,Crédito,19427665,9898542,136889045,11584674051.27,4
568,2013,American Express,Crédito,626827,426194,11514731,1788804929.96,3
569,2023,American Express,Crédito,39126,30585,722271,99822055.17,4
570,2022,MasterCard,Crédito,5470525,2981237,39512432,10399437978.88,2
571,2018,MasterCard,Débito,819775,478955,11394698,896987895.72,3
572,2012,MasterCard,Crédito,6546993,3263652,31573538,2894365630.73,3
573,2021,VISA,Débito,132792778,44544314,904420375,62809004102.64,3
574,2023,Bandeira própria,Débito,17842,2791,18978,3032200.75,1
575,2022,VISA,Crédito,2115312,1336309,31953405,9335978019.51,1
576,2011,MasterCard,Crédito,54591,22946,564042,190116242.72,1
577,2023,VISA,Crédito,3521641,2173436,41594872,12547655588.86,2
578,2012,MasterCard,Débito,117237826,33817899,478686933,27564978994.61,4
579,2017,VISA,Crédito,15311072,10764518,189737128,16837350870.82,3
580,2021,Elo,Crédito,98102,35495,1778085,317447282.03,3
581,2013,MasterCard,Crédito,12107264,6698845,106866426,10348258357.49,2
582,2017,Elo,Débito,8315697,4280924,55505857,3342756846.52,2
583,2023,VISA,Débito,1318273,529810,18483937,2370767287.68,1
584,2020,Elo,Crédito,60693,52597,1266528,230015001.24,3
585,2015,MasterCard,Crédito,34931617,13182780,160540027,15470057508.26,3
586,2022,VISA,Débito,1326144,522000,18871898,2571494937.76,2
587,2015,Diners Club,Crédito,309877,263637,4077706,670643752.04,1
588,2022,VISA,Crédito,23832507,14967494,313429845,37613045139.46,4
589,2020,MasterCard,Pré-Pago,13394635,2785476,31947005,2325735893.98,3
590,2017,Bandeira própria,Débito,1677580,459816,3401646,212752328.2,1
591,2023,Elo,Débito,208475054,41234301,983529224,57739966878.24,4
592,2013,Outras,Débito,3216905,1286859,27582639,1837254898.28,3
593,2023,MasterCard,Débito,81637684,57502803,1016756822,50225504132.01,3
594,2019,MasterCard,Pré-Pago,3098932,1281359,18905861,765821324.87,3
595,2014,MasterCard,Crédito,397228,280933,14523053,2600369673.92,1
596,2017,Elo,Crédito,255700,160118,1712474,139406510.6,1
597,2014,VISA,Crédito,19167370,10097149,161498254,14787334927.97,3
598,2021,Elo,Débito,24556,7476,185074,13057853.36,3
599,2016,Outras,Crédito,936521,224442,104913,75980464.53,3
600,2017,American Express,Crédito,16,0,268,9652.85,1
601,2012,American Express,Crédito,2245892,1260122,19298602,1782926620.9,4
602,2011,Outras,Crédito,413428,161589,38918,17999767.66,3
603,2014,VISA,Crédito,25876639,13409756,163028640,13244017310.31,2
604,2019,MasterCard,Débito,216544,115163,2105205,200626749.4,3
605,2017,Elo,Débito,244653,127807,1773460,219705932.93,1
606,2023,MasterCard,Crédito,2768442,605973,13604886,2876276861.68,2
607,2016,VISA,Débito,1046254,527552,11757506,1498626860.09,4
608,2011,VISA,Crédito,3831287,2455290,82331539,9662748951.6,4
609,2022,American Express,Crédito,21948,16437,475453,302644218.74,1
610,2020,VISA,Crédito,5090036,854593,11389836,1446924933.93,3
611,2023,MasterCard,Pré-Pago,52918514,29521748,1202025035,42201512942.42,3
612,2021,Elo,Crédito,2762735,1156612,19331372,2266951229.51,1
613,2022,MasterCard,Débito,866058,278476,4037584,189724234.02,3
614,2014,MasterCard,Crédito,35025454,13737599,157965072,14576570100.6,2
615,2019,VISA,Pré-Pago,176814,3718,0,0.0,4
616,2021,VISA,Débito,119082089,40564801,727048841,52680542174.3,2
617,2017,VISA,Crédito,6250285,4811618,129130384,15704594772.46,1
618,2018,Elo,Débito,23948509,6595765,155091332,8254700698.15,1
619,2020,American Express,Crédito,73856,46492,831753,114690224.39,4
620,2018,Outras,Crédito,1100951,253759,1318,1186811.94,3
621,2017,VISA,Débito,1108098,753527,20025701,1516528936.22,2
622,2020,MasterCard,Pré-Pago,12095628,6078114,120556680,5324459752.43,3
623,2012,Bandeira própria,Crédito,609453,187975,1113274,99566344.96,3
624,2022,American Express,Crédito,48997,39289,870570,123268958.63,2
625,2023,VISA,Débito,4602019,1508548,43030229,3334452109.42,1
626,2021,VISA,Débito,12107976,6329259,159802235,10987538276.52,3
627,2018,Elo,Crédito,1169241,429724,6377079,724346848.55,1
628,2018,MasterCard,Crédito,1233985,926022,11427758,2581872952.93,2
629,2018,MasterCard,Pré-Pago,145179,4541,0,0.0,2
630,2012,Bandeira própria,Débito,1399078,335281,1509342,83786780.5,2
631,2023,VISA,Crédito,22254110,10687252,221061545,21656855921.12,3
632,2021,VISA,Pré-Pago,3864813,582979,4255254,1351904967.86,1
633,2014,Elo,Débito,10706239,2125713,37109114,1834001280.0,1
634,2019,Elo,Débito,12142654,5313494,100461006,5999802442.05,2
635,2014,MasterCard,Crédito,36715202,14383725,153896103,14023430444.22,1
636,2013,MasterCard,Crédito,57755,29432,818826,360331843.58,3
637,2015,Hipercard,Crédito,7599005,4742539,58991769,7649377706.7,4
638,2022,MasterCard,Débito,511773,326873,6825197,539401869.57,4
639,2012,MasterCard,Débito,447334,122459,1682017,211490978.22,4
640,2023,MasterCard,Débito,53261345,18569004,504579528,33162419097.31,3
641,2014,MasterCard,Débito,118213631,35943208,535457923,31509527339.15,2
642,2019,MasterCard,Crédito,19457411,13376663,298712073,29557245757.37,1
643,2011,MasterCard,Crédito,5318264,3470840,53213870,6596061477.71,1
644,2014,MasterCard,Crédito,479076,333736,16732070,3156544256.72,3
645,2018,American Express,Crédito,24252,17699,2236566,1203658022.89,3
646,2021,American Express,Crédito,560252,344487,7525640,1262817243.77,2
647,2015,VISA,Crédito,29193148,15128874,165218835,14243805744.87,4
648,2020,Bandeira própria,Pré-Pago,427801,247203,563455762,1683805678.64,3
649,2013,VISA,Crédito,1920703,830877,11447309,4129125445.96,2
650,2022,MasterCard,Crédito,157499,96588,4043576,2035550486.48,2
651,2012,VISA,Crédito,510174,236598,4028757,1453853708.88,4
652,2012,Elo,Crédito,8,4,22,2398.83,4
653,2016,VISA,Débito,1298808,612567,11662928,1445832532.79,3
654,2021,MasterCard,Débito,85452438,37715021,1082028188,73205213829.37,2
655,2017,VISA,Crédito,665429,490995,36179468,5976928001.56,2
656,2013,American Express,Crédito,17,17,6512,598485.59,1
657,2019,Elo,Crédito,4299117,1777697,28608892,3130872774.12,2
658,2015,VISA,Débito,1609887,988375,25881140,2070191190.92,2
659,2015,MasterCard,Crédito,9179494,3857209,41386993,4223759909.23,2
660,2016,VISA,Crédito,6891825,5087067,130373338,15840855431.37,2
661,2018,VISA,Crédito,514943,261344,5011958,1319889579.04,2
662,2021,Elo,Crédito,5452488,2792508,43230972,5996802494.04,2
663,2018,VISA,Débito,838534,446847,10514042,1333496891.4,3
664,2013,Elo,Crédito,2006,248,936,6172165.11,3
665,2020,American Express,Crédito,23191,16227,384108,174719319.51,3
666,2023,Elo,Crédito,191333,131649,6235568,1255440039.88,1
667,2019,Elo,Débito,27425901,8686703,216389642,11338388893.52,2
668,2014,Diners Club,Crédito,318471,272987,4341463,747278301.45,4
669,2017,MasterCard,Débito,436893,258217,6462568,485565852.26,2
670,2016,VISA,Crédito,656864,487961,33096496,5615075512.4,1
671,2014,VISA,Débito,80954,80954,56696,5119969.66,2
672,2021,MasterCard,Débito,24137224,14045165,136589581,5882264803.93,4
673,2012,VISA,Crédito,389588,270083,15707717,2492382764.14,1
674,2016,MasterCard,Débito,1066490,526331,10566079,819306298.58,3
675,2015,VISA,Crédito,7310575,5317481,134400710,17224327270.76,4
676,2014,Bandeira própria,Crédito,714394,174377,1182699,109769407.89,1
677,2011,American Express,Crédito,171345,86021,1964382,1009145992.21,2
678,2015,MasterCard,Débito,109779649,36318229,603615112,35498072957.49,3
679,2017,VISA,Pré-Pago,134308,4919,0,0.0,1
680,2023,MasterCard,Débito,565426,360104,7322324,527168236.39,3
681,2015,Elo,Débito,5892987,1708189,19449341,1140438455.63,4
682,2016,MasterCard,Crédito,5592985,3902572,131866795,18179721270.62,4
683,2020,Outras,Crédito,29713,18941,89968,16085763.47,3
684,2011,VISA,Crédito,36513642,17985785,151966820,10900924019.45,2
685,2019,Elo,Crédito,405981,174778,3875737,793426961.54,3
686,2021,Hipercard,Crédito,3431787,2486004,46871095,9418196923.0,2
687,2020,American Express,Crédito,101735,32189,757677,93142883.56,2
688,2016,MasterCard,Débito,108053437,37158339,791625776,48819468384.9,4
689,2017,VISA,Crédito,707375,514940,40125528,6755590470.44,4
690,2015,VISA,Débito,8973,8973,14260,1026451.6,4
691,2019,Elo,Crédito,388601,162139,3194500,654551722.85,1
692,2017,Elo,Crédito,332161,167279,1951789,164444882.45,2
